timestep,YearType,Year,Week,EstimatedFishingMort,EstimatedBiomass,EstimatedCatches
1,BiologicalYear,1989,1,0.0247702,58215.4,1392.85
2,BiologicalYear,1989,2,0.0183641,56695.4,1008.86
3,BiologicalYear,1989,3,0.0199301,55758.8,1075.97
4,BiologicalYear,1989,4,0.0288986,55023.7,1532.78
5,BiologicalYear,1989,5,0.0355853,54183.6,1852.49
6,BiologicalYear,1989,6,0.0344959,53469.4,1773.07
7,BiologicalYear,1989,7,0.0295939,53367.2,1521.87
8,BiologicalYear,1989,8,0.0443,54112.1,2293.25
9,BiologicalYear,1989,9,0.038581,54707.5,2024.87
10,BiologicalYear,1989,10,0.061482,56213.7,3278.49
11,BiologicalYear,1989,11,0.060863,57044.1,3294.42
12,BiologicalYear,1989,12,0.0649893,58371.4,3592.34
13,BiologicalYear,1989,13,0.0521978,59771.8,2973.12
14,BiologicalYear,1989,14,0.0733946,62007.4,4291.93
15,BiologicalYear,1989,15,0.0746078,62912.1,4423.89
16,BiologicalYear,1989,16,0.0681377,63513,4091.8
17,BiologicalYear,1989,17,0.0691487,64117.7,4189.97
18,BiologicalYear,1989,18,0.059961,64155.6,3651.83
19,BiologicalYear,1989,19,0.0880364,64188.8,5291.19
20,BiologicalYear,1989,20,0.0667793,61953.7,3914.38
21,BiologicalYear,1989,21,0.0613648,60532.7,3523.85
22,BiologicalYear,1989,22,0.0467923,58948.2,2635.51
23,BiologicalYear,1989,23,0.0375081,57757.3,2079.41
24,BiologicalYear,1989,24,0.0506917,56679.8,2740.01
25,BiologicalYear,1989,25,0.029338,54544,1542.18
26,BiologicalYear,1989,26,0.0220964,53306.2,1139.23
27,BiologicalYear,1989,27,0.0275501,52208.1,1387.4
28,BiologicalYear,1989,28,0.0284736,50638.9,1390.17
29,BiologicalYear,1989,29,0.0237023,48894.9,1120.01
30,BiologicalYear,1989,30,0.0206241,47289.4,943.989
31,BiologicalYear,1989,31,0.0208152,45754.8,921.729
32,BiologicalYear,1989,32,0.016433,44159.3,703.83
33,BiologicalYear,1989,33,0.00876428,42720,364.523
34,BiologicalYear,1989,34,0.0103467,41571.3,418.44
35,BiologicalYear,1989,35,0.00613995,40326.1,241.376
36,BiologicalYear,1989,36,0.00861573,39228.5,329.082
37,BiologicalYear,1989,37,0.00485254,38019.9,179.97
38,BiologicalYear,1989,38,0.00217869,36947.4,78.6276
39,BiologicalYear,1989,39,0.00514963,35966.9,180.649
40,BiologicalYear,1989,40,0.00623238,34879.9,211.91
41,BiologicalYear,1989,41,0.00594023,33765.9,195.554
42,BiologicalYear,1989,42,0.00701142,32679.2,223.271
43,BiologicalYear,1989,43,0.00993285,31581.2,305.231
44,BiologicalYear,1989,44,0.0147445,30424.9,435.463
45,BiologicalYear,1989,45,0.0138301,29171.4,391.807
46,BiologicalYear,1989,46,0.0139444,28004.4,379.22
47,BiologicalYear,1989,47,0.0161161,26900.2,420.546
48,BiologicalYear,1989,48,0.0115471,25815.5,289.822
49,BiologicalYear,1989,49,0.015746,24935.2,380.941
50,BiologicalYear,1989,50,0.0225693,24052.1,524.905
51,BiologicalYear,1989,51,0.0196825,23138.9,441.014
52,BiologicalYear,1989,52,0.0165333,22453.7,360.042
53,BiologicalYear,1990,1,0.0176258,22224.1,379.704
54,BiologicalYear,1990,2,0.0210932,22261.5,454.386
55,BiologicalYear,1990,3,0.0186371,22582.9,407.768
56,BiologicalYear,1990,4,0.0174814,23394.2,396.448
57,BiologicalYear,1990,5,0.0221108,24751.9,529.324
58,BiologicalYear,1990,6,0.0256117,26607,657.948
59,BiologicalYear,1990,7,0.0226636,29056.2,636.733
60,BiologicalYear,1990,8,0.0222951,32325.1,696.976
61,BiologicalYear,1990,9,0.0131911,36371.2,466.084
62,BiologicalYear,1990,10,0.0330824,41485.7,1320.24
63,BiologicalYear,1990,11,0.0314074,46493.6,1405.85
64,BiologicalYear,1990,12,0.0280573,52054.7,1408.44
65,BiologicalYear,1990,13,0.0280573,58069.3,1571.17
66,BiologicalYear,1990,14,0.0408338,64143.1,2509.95
67,BiologicalYear,1990,15,0.0640208,69224,4198.74
68,BiologicalYear,1990,16,0.0742806,72288.5,5061.75
69,BiologicalYear,1990,17,0.0705871,73962.7,4930.38
70,BiologicalYear,1990,18,0.0805939,75098.7,5687.84
71,BiologicalYear,1990,19,0.0755059,74677.1,5312.06
72,BiologicalYear,1990,20,0.0706214,73811.1,4922.58
73,BiologicalYear,1990,21,0.0726566,72521,4970.96
74,BiologicalYear,1990,22,0.0636942,70406.1,4249.34
75,BiologicalYear,1990,23,0.0670862,68328.6,4336.35
76,BiologicalYear,1990,24,0.0567217,65552.7,3535.4
77,BiologicalYear,1990,25,0.0465457,63078.1,2805.64
78,BiologicalYear,1990,26,0.0572871,60918.1,3317.27
79,BiologicalYear,1990,27,0.0531078,57890.3,2928.43
80,BiologicalYear,1990,28,0.0410804,54985.9,2164.36
81,BiologicalYear,1990,29,0.0367069,52642.5,1855.51
82,BiologicalYear,1990,30,0.0335829,50441.4,1629.12
83,BiologicalYear,1990,31,0.0177891,48336.7,833.429
84,BiologicalYear,1990,32,0.00827689,46930.6,378.274
85,BiologicalYear,1990,33,0.00852396,45892.8,380.904
86,BiologicalYear,1990,34,0.00580618,44775.6,253.482
87,BiologicalYear,1990,35,0.00522619,43726.8,222.88
88,BiologicalYear,1990,36,0.00532669,42660.8,221.618
89,BiologicalYear,1990,37,0.00653274,41560.1,264.624
90,BiologicalYear,1990,38,0.00613072,40390.9,241.401
91,BiologicalYear,1990,39,0.00683425,39230,261.277
92,BiologicalYear,1990,40,0.00405197,38042.3,150.427
93,BiologicalYear,1990,41,0.00454611,36966.2,163.957
94,BiologicalYear,1990,42,0.00424963,35882.4,148.793
95,BiologicalYear,1990,43,0.00543557,34827,184.61
96,BiologicalYear,1990,44,0.00858385,33756.5,282.135
97,BiologicalYear,1990,45,0.00974383,32619.1,309.292
98,BiologicalYear,1990,46,0.00939583,31497,288.035
99,BiologicalYear,1990,47,0.0103238,30450.1,305.824
100,BiologicalYear,1990,48,0.0174449,29453,498.092
101,BiologicalYear,1990,49,0.0183771,28350.9,504.84
102,BiologicalYear,1990,50,0.0165127,27356,438.11
103,BiologicalYear,1990,51,0.0174449,26570.5,449.345
104,BiologicalYear,1990,52,0.0187766,25952.4,472.083
105,BiologicalYear,1991,1,0.0202827,25462.9,499.96
106,BiologicalYear,1991,2,0.0146035,25206.8,357.353
107,BiologicalYear,1991,3,0.0206884,25419.9,508.995
108,BiologicalYear,1991,4,0.0152796,25881.4,383.775
109,BiologicalYear,1991,5,0.0215565,26956.3,562.168
110,BiologicalYear,1991,6,0.019832,28425.5,545.849
111,BiologicalYear,1991,7,0.0215565,30570.5,637.541
112,BiologicalYear,1991,8,0.0201769,33348.1,651.403
113,BiologicalYear,1991,9,0.0146976,36875,526.114
114,BiologicalYear,1991,10,0.0293952,41287.2,1169.6
115,BiologicalYear,1991,11,0.0458566,45741.6,2005.08
116,BiologicalYear,1991,12,0.0478162,49926.7,2279.87
117,BiologicalYear,1991,13,0.037234,54249,1939.08
118,BiologicalYear,1991,14,0.047244,59132.2,2668.67
119,BiologicalYear,1991,15,0.0457076,63249.9,2763.76
120,BiologicalYear,1991,16,0.0603033,67025.2,3836.31
121,BiologicalYear,1991,17,0.0702899,69254.2,4597.74
122,BiologicalYear,1991,18,0.0588586,70098.6,3918.88
123,BiologicalYear,1991,19,0.0777163,70933.3,5187.85
124,BiologicalYear,1991,20,0.0811449,69718.2,5315.01
125,BiologicalYear,1991,21,0.0834307,67627.8,5294.94
126,BiologicalYear,1991,22,0.0627882,64858.9,3860.58
127,BiologicalYear,1991,23,0.0633173,62925.9,3776.1
128,BiologicalYear,1991,24,0.0573207,60529.6,3297.99
129,BiologicalYear,1991,25,0.0705485,58156,3874.66
130,BiologicalYear,1991,26,0.0515004,54814.7,2691.05
131,BiologicalYear,1991,27,0.0361095,52373,1816.5
132,BiologicalYear,1991,28,0.0314313,50571.1,1530.29
133,BiologicalYear,1991,29,0.0236831,48857.7,1118.26
134,BiologicalYear,1991,30,0.0346476,47400.3,1578.6
135,BiologicalYear,1991,31,0.0231242,45350.6,1013.77
136,BiologicalYear,1991,32,0.0142214,43778.2,604.511
137,BiologicalYear,1991,33,0.0159557,42541,658.499
138,BiologicalYear,1991,34,0.0153776,41185.9,614.6
139,BiologicalYear,1991,35,0.0118522,39828.3,458.884
140,BiologicalYear,1991,36,0.00761924,38593.1,286.448
141,BiologicalYear,1991,37,0.00752518,37504.5,274.944
142,BiologicalYear,1991,38,0.00677266,36407.5,240.301
143,BiologicalYear,1991,39,0.00649047,35333.3,223.525
144,BiologicalYear,1991,40,0.00804724,34270.8,268.598
145,BiologicalYear,1991,41,0.00739976,33165.1,239.094
146,BiologicalYear,1991,42,0.00758475,32098.2,237.167
147,BiologicalYear,1991,43,0.00767725,31048.5,232.198
148,BiologicalYear,1991,44,0.00933671,30025.9,272.863
149,BiologicalYear,1991,45,0.0131365,28992.2,369.998
150,BiologicalYear,1991,46,0.0104224,27901.2,282.885
151,BiologicalYear,1991,47,0.0140051,26948.7,366.499
152,BiologicalYear,1991,48,0.0224344,25975.1,563.523
153,BiologicalYear,1991,49,0.029414,24886.5,705.44
154,BiologicalYear,1991,50,0.0208142,23763.9,478.701
155,BiologicalYear,1991,51,0.0205649,23003.3,457.886
156,BiologicalYear,1991,52,0.025675,22427.2,555.941
157,BiologicalYear,1992,1,0.0255278,22103.3,544.81
158,BiologicalYear,1992,2,0.0246953,22101.1,527.209
159,BiologicalYear,1992,3,0.025389,22504,551.709
160,BiologicalYear,1992,4,0.0263602,23359.7,594.31
161,BiologicalYear,1992,5,0.0336188,24751,800.231
162,BiologicalYear,1992,6,0.0231793,26618.2,596.427
163,BiologicalYear,1992,7,0.0265412,29476.1,755.002
164,BiologicalYear,1992,8,0.0247718,33034.5,790.427
165,BiologicalYear,1992,9,0.0176941,37463.4,642.529
166,BiologicalYear,1992,10,0.028954,42943.9,1198.53
167,BiologicalYear,1992,11,0.0363936,48685.2,1701.64
168,BiologicalYear,1992,12,0.0474524,54602.4,2474.85
169,BiologicalYear,1992,13,0.0631358,60215.7,3603.42
170,BiologicalYear,1992,14,0.0638436,64908.9,3926.45
171,BiologicalYear,1992,15,0.0731048,69235.7,4774
172,BiologicalYear,1992,16,0.0719225,72389.7,4913.6
173,BiologicalYear,1992,17,0.0673904,74860.7,4771.72
174,BiologicalYear,1992,18,0.0531595,76754.5,3886.37
175,BiologicalYear,1992,19,0.0771986,78713.6,5719.97
176,BiologicalYear,1992,20,0.0447556,77891.8,3334.23
177,BiologicalYear,1992,21,0.0465146,78613.6,3494.35
178,BiologicalYear,1992,22,0.0646036,78317.8,4792.19
179,BiologicalYear,1992,23,0.0535649,75919.3,3872.62
180,BiologicalYear,1992,24,0.0492218,73783,3465.88
181,BiologicalYear,1992,25,0.043612,71485.3,2983.48
182,BiologicalYear,1992,26,0.0450597,69199.7,2981.83
183,BiologicalYear,1992,27,0.0322495,66525,2064.63
184,BiologicalYear,1992,28,0.0305995,64467.5,1899.95
185,BiologicalYear,1992,29,0.0245996,62322.1,1480.97
186,BiologicalYear,1992,30,0.0218997,60398.4,1279.43
187,BiologicalYear,1992,31,0.0141171,58516.2,802.135
188,BiologicalYear,1992,32,0.013168,56986.3,728.99
189,BiologicalYear,1992,33,0.00877869,55423.6,473.695
190,BiologicalYear,1992,34,0.00296577,54033.8,156.469
191,BiologicalYear,1992,35,0.00415007,52893.4,214.204
192,BiologicalYear,1992,36,0.00424659,51636.8,213.968
193,BiologicalYear,1992,37,0.00627337,50337.3,307.825
194,BiologicalYear,1992,38,0.00743153,48913.5,354.137
195,BiologicalYear,1992,39,0.00791409,47426.3,365.579
196,BiologicalYear,1992,40,0.00835162,45921.6,373.469
197,BiologicalYear,1992,41,0.00882614,44412.5,381.628
198,BiologicalYear,1992,42,0.00844652,42907.6,352.905
199,BiologicalYear,1992,43,0.0101548,41452.3,409.543
200,BiologicalYear,1992,44,0.0112506,39969.8,437.272
201,BiologicalYear,1992,45,0.011919,38499.6,446.061
202,BiologicalYear,1992,46,0.0178228,37072,640.399
203,BiologicalYear,1992,47,0.0109165,35515.6,377.064
204,BiologicalYear,1992,48,0.0173917,34305.3,578.397
205,BiologicalYear,1992,49,0.0176475,32991.5,564.354
206,BiologicalYear,1992,50,0.022379,31818.4,688.605
207,BiologicalYear,1992,51,0.0177753,30679.9,528.581
208,BiologicalYear,1992,52,0.0424562,29902.3,1215.61
209,BiologicalYear,1993,1,0.0185349,28640.2,514.33
210,BiologicalYear,1993,2,0.01908,28390.4,524.698
211,BiologicalYear,1993,3,0.0205792,28499,567.669
212,BiologicalYear,1993,4,0.0174446,29019.5,490.752
213,BiologicalYear,1993,5,0.0239863,30167.9,699.22
214,BiologicalYear,1993,6,0.0236387,31755,725.465
215,BiologicalYear,1993,7,0.0248554,34060.4,817.693
216,BiologicalYear,1993,8,0.0185981,37092,668.362
217,BiologicalYear,1993,9,0.0211342,41136.7,841.266
218,BiologicalYear,1993,10,0.0383181,45859.4,1686.03
219,BiologicalYear,1993,11,0.0363429,50508.7,1762.96
220,BiologicalYear,1993,12,0.0485889,55740.8,2585.51
221,BiologicalYear,1993,13,0.056292,60602.5,3244.35
222,BiologicalYear,1993,14,0.0710385,65026.5,4361.44
223,BiologicalYear,1993,15,0.0801361,68284.6,5143.53
224,BiologicalYear,1993,16,0.0857495,70466.8,5664.14
225,BiologicalYear,1993,17,0.0849753,71618.9,5706.93
226,BiologicalYear,1993,18,0.0831297,72059,5622.36
227,BiologicalYear,1993,19,0.078714,71806.1,5316.5
228,BiologicalYear,1993,20,0.0360933,71036.1,2462.72
229,BiologicalYear,1993,21,0.0827457,72359,5620.74
230,BiologicalYear,1993,22,0.0696836,69664.4,4586.44
231,BiologicalYear,1993,23,0.050485,67316.3,3241.26
232,BiologicalYear,1993,24,0.0485296,65720.3,3044.78
233,BiologicalYear,1993,25,0.0453299,63793.8,2765
234,BiologicalYear,1993,26,0.0435522,61710.7,2572.08
235,BiologicalYear,1993,27,0.0294694,59463.7,1688.7
236,BiologicalYear,1993,28,0.0272592,57822.7,1520.6
237,BiologicalYear,1993,29,0.0219547,56114.5,1191.64
238,BiologicalYear,1993,30,0.02166,54549.4,1143.02
239,BiologicalYear,1993,31,0.0188786,52881.4,967.108
240,BiologicalYear,1993,32,0.0175967,51271.8,874.557
241,BiologicalYear,1993,33,0.0142172,49661.7,685.551
242,BiologicalYear,1993,34,0.0145668,48169,681.178
243,BiologicalYear,1993,35,0.00540403,46623.8,245.712
244,BiologicalYear,1993,36,0.0074898,45473.1,331.8
245,BiologicalYear,1993,37,0.00597288,44198.6,257.377
246,BiologicalYear,1993,38,0.00445596,42973.9,186.832
247,BiologicalYear,1993,39,0.0087223,41803.2,354.999
248,BiologicalYear,1993,40,0.00531397,40455.8,209.662
249,BiologicalYear,1993,41,0.00867016,39256.5,331.388
250,BiologicalYear,1993,42,0.00811079,37943.5,299.722
251,BiologicalYear,1993,43,0.012306,36680.5,438.701
252,BiologicalYear,1993,44,0.0091916,35305,315.873
253,BiologicalYear,1993,45,0.012912,34089.7,427.663
254,BiologicalYear,1993,46,0.0153193,32807.7,487.735
255,BiologicalYear,1993,47,0.0168513,31525.5,515.148
256,BiologicalYear,1993,48,0.0194711,30291.3,571.194
257,BiologicalYear,1993,49,0.0206017,29095.5,580.178
258,BiologicalYear,1993,50,0.0192199,28009.5,521.417
259,BiologicalYear,1993,51,0.0290182,27130.2,758.84
260,BiologicalYear,1993,52,0.0238678,26200.1,604.292
261,BiologicalYear,1994,1,0.0243919,25686.7,605.301
262,BiologicalYear,1994,2,0.0226778,25475.8,558.62
263,BiologicalYear,1994,3,0.026897,25690.1,666.731
264,BiologicalYear,1994,4,0.0189861,26261.6,482.989
265,BiologicalYear,1994,5,0.0285862,27582.3,760.162
266,BiologicalYear,1994,6,0.0203466,29287.1,576.84
267,BiologicalYear,1994,7,0.0267365,31939.3,824.035
268,BiologicalYear,1994,8,0.0203466,35177.9,692.867
269,BiologicalYear,1994,9,0.0252231,39431.5,960.466
270,BiologicalYear,1994,10,0.0357327,44286.4,1520.28
271,BiologicalYear,1994,11,0.0468156,49376.3,2208.63
272,BiologicalYear,1994,12,0.0525481,54435.8,2725.41
273,BiologicalYear,1994,13,0.0544589,59445.8,3081.57
274,BiologicalYear,1994,14,0.0651673,64330.6,3969.57
275,BiologicalYear,1994,15,0.0676017,68279.3,4365.4
276,BiologicalYear,1994,16,0.0664781,71535.8,4500.08
277,BiologicalYear,1994,17,0.0737813,74138.7,5157.67
278,BiologicalYear,1994,18,0.0599919,75371.6,4292.41
279,BiologicalYear,1994,19,0.084323,76678.6,6065.14
280,BiologicalYear,1994,20,0.0640781,75302,4571.36
281,BiologicalYear,1994,21,0.0518197,74590.8,3684.05
282,BiologicalYear,1994,22,0.0521086,73971.1,3673.29
283,BiologicalYear,1994,23,0.0524525,72619.9,3629.38
284,BiologicalYear,1994,24,0.0404143,70662.6,2737.21
285,BiologicalYear,1994,25,0.0402423,69059.9,2663.97
286,BiologicalYear,1994,26,0.0270002,67066.8,1747.16
287,BiologicalYear,1994,27,0.0200994,65623.4,1276.97
288,BiologicalYear,1994,28,0.0236631,64340.8,1471.41
289,BiologicalYear,1994,29,0.0230929,62603.6,1397.57
290,BiologicalYear,1994,30,0.0186739,60737.9,1098.86
291,BiologicalYear,1994,31,0.0179256,59013.1,1025.25
292,BiologicalYear,1994,32,0.0149944,57233.9,832.949
293,BiologicalYear,1994,33,0.0146561,55547.7,790.308
294,BiologicalYear,1994,34,0.00958286,53825.3,501.976
295,BiologicalYear,1994,35,0.00421913,52332,215.45
296,BiologicalYear,1994,36,0.00697074,51076.3,346.946
297,BiologicalYear,1994,37,0.00476946,49647.7,230.997
298,BiologicalYear,1994,38,0.00458601,48308.7,216.141
299,BiologicalYear,1994,39,0.00467773,46966.2,214.328
300,BiologicalYear,1994,40,0.00586246,45616.5,260.737
301,BiologicalYear,1994,41,0.00423901,44220.2,182.91
302,BiologicalYear,1994,42,0.00676437,42910.8,282.88
303,BiologicalYear,1994,43,0.0119955,41517.5,484.095
304,BiologicalYear,1994,44,0.0112212,39951.1,435.931
305,BiologicalYear,1994,45,0.0110095,38474.4,411.94
306,BiologicalYear,1994,46,0.0154556,37072.2,555.999
307,BiologicalYear,1994,47,0.0130208,35589.2,450.214
308,BiologicalYear,1994,48,0.0212676,34292.2,705.675
309,BiologicalYear,1994,49,0.0257642,32838.5,816.818
310,BiologicalYear,1994,50,0.0245489,31402.8,744.708
311,BiologicalYear,1994,51,0.0212676,30200.5,621.474
312,BiologicalYear,1994,52,0.0193232,29319.2,548.703
313,BiologicalYear,1995,1,0.0203097,28850.5,567.22
314,BiologicalYear,1995,2,0.0284018,28700.3,785.942
315,BiologicalYear,1995,3,0.0263391,28753.2,730.95
316,BiologicalYear,1995,4,0.0282431,29384.9,800.257
317,BiologicalYear,1995,5,0.0295447,30577.9,870.564
318,BiologicalYear,1995,6,0.0323777,32444.5,1010.87
319,BiologicalYear,1995,7,0.0299494,35020.4,1010.5
320,BiologicalYear,1995,8,0.0248904,38533.9,926.374
321,BiologicalYear,1995,9,0.0285145,43117,1185.35
322,BiologicalYear,1995,10,0.0395524,48411.8,1836.08
323,BiologicalYear,1995,11,0.0459911,53942.1,2371.34
324,BiologicalYear,1995,12,0.0643875,59677.2,3639.77
325,BiologicalYear,1995,13,0.062318,64647.2,3820.03
326,BiologicalYear,1995,14,0.0567898,69699.7,3763.45
327,BiologicalYear,1995,15,0.0624237,74786.3,4426.43
328,BiologicalYear,1995,16,0.0705366,78877.9,5254.39
329,BiologicalYear,1995,17,0.0867622,81545.8,6628.8
330,BiologicalYear,1995,18,0.0903008,82027.2,6927.88
331,BiologicalYear,1995,19,0.0764427,81295.8,5851.94
332,BiologicalYear,1995,20,0.080466,80706.3,6103.24
333,BiologicalYear,1995,21,0.0916419,78905.6,6758.78
334,BiologicalYear,1995,22,0.0771961,75536.1,5488.9
335,BiologicalYear,1995,23,0.0711942,72657.1,4883.55
336,BiologicalYear,1995,24,0.0529818,69694,3517.38
337,BiologicalYear,1995,25,0.0687107,67528.8,4385.86
338,BiologicalYear,1995,26,0.0589836,63985.6,3584.51
339,BiologicalYear,1995,27,0.0581544,60864.1,3363.08
340,BiologicalYear,1995,28,0.0349956,57654.6,1939.06
341,BiologicalYear,1995,29,0.0432298,55642.4,2302.35
342,BiologicalYear,1995,30,0.0301922,53061.9,1543.31
343,BiologicalYear,1995,31,0.0246926,51097.5,1218.77
344,BiologicalYear,1995,32,0.0207581,49337.7,991.21
345,BiologicalYear,1995,33,0.0162809,47709.8,753.435
346,BiologicalYear,1995,34,0.0142457,46244.3,639.649
347,BiologicalYear,1995,35,0.0126935,44832.2,552.975
348,BiologicalYear,1995,36,0.0105964,43460.6,447.956
349,BiologicalYear,1995,37,0.0061812,42160,254.043
350,BiologicalYear,1995,38,0.00662272,41028.5,264.826
351,BiologicalYear,1995,39,0.00585007,39867.4,227.397
352,BiologicalYear,1995,40,0.00922582,38734.3,347.84
353,BiologicalYear,1995,41,0.00629526,37479.6,229.995
354,BiologicalYear,1995,42,0.00792335,36352,280.541
355,BiologicalYear,1995,43,0.0134588,35188.9,460.025
356,BiologicalYear,1995,44,0.0211476,33872.3,693.14
357,BiologicalYear,1995,45,0.0191093,32363.5,599.036
358,BiologicalYear,1995,46,0.0236955,31005.2,710.019
359,BiologicalYear,1995,47,0.0252243,29604.1,721.124
360,BiologicalYear,1995,48,0.0234003,28278.3,639.597
361,BiologicalYear,1995,49,0.022084,27140.4,579.707
362,BiologicalYear,1995,50,0.0267641,26192.3,676.451
363,BiologicalYear,1995,51,0.0279341,25310.5,681.857
364,BiologicalYear,1995,52,0.0264716,24631.7,629.284
365,BiologicalYear,1996,1,0.0320102,24507.9,755.056
366,BiologicalYear,1996,2,0.0310047,24670.2,736.546
367,BiologicalYear,1996,3,0.0293287,25369.5,717.076
368,BiologicalYear,1996,4,0.0293287,26728.2,755.48
369,BiologicalYear,1996,5,0.0386872,28823.3,1069.71
370,BiologicalYear,1996,6,0.0386872,31517.1,1169.68
371,BiologicalYear,1996,7,0.0448857,35162.1,1509.42
372,BiologicalYear,1996,8,0.0389009,39620.7,1478.4
373,BiologicalYear,1996,9,0.030361,45331.8,1325.74
374,BiologicalYear,1996,10,0.0590218,52412.2,2938
375,BiologicalYear,1996,11,0.0684944,58954.4,3817.33
376,BiologicalYear,1996,12,0.0723806,65520.2,4474.64
377,BiologicalYear,1996,13,0.0777242,72066.9,5271.27
378,BiologicalYear,1996,14,0.0928318,78116.6,6774.14
379,BiologicalYear,1996,15,0.101639,82573.5,7806.34
380,BiologicalYear,1996,16,0.100449,85557.8,7998.4
381,BiologicalYear,1996,17,0.104019,87617.6,8467.35
382,BiologicalYear,1996,18,0.114266,88224.9,9319.31
383,BiologicalYear,1996,19,0.0941988,86826.8,7635.25
384,BiologicalYear,1996,20,0.113558,85959.8,9026.87
385,BiologicalYear,1996,21,0.102462,82479.5,7857.43
386,BiologicalYear,1996,22,0.0885327,79081.8,6554
387,BiologicalYear,1996,23,0.0966209,76017.1,6848.46
388,BiologicalYear,1996,24,0.0806631,71782.7,5441.18
389,BiologicalYear,1996,25,0.0710447,68255.3,4578.4
390,BiologicalYear,1996,26,0.0607706,65006.3,3748.72
391,BiologicalYear,1996,27,0.0284475,62114.7,1703.68
392,BiologicalYear,1996,28,0.0404064,60908.3,2358.92
393,BiologicalYear,1996,29,0.0322526,58712,1822.32
394,BiologicalYear,1996,30,0.0360577,56807.6,1967.53
395,BiologicalYear,1996,31,0.0174831,54555.9,924.617
396,BiologicalYear,1996,32,0.0163366,53203.1,843.041
397,BiologicalYear,1996,33,0.00859824,51800.5,433.668
398,BiologicalYear,1996,34,0.014617,50705.2,719.497
399,BiologicalYear,1996,35,0.00699518,49235,335.607
400,BiologicalYear,1996,36,0.00839421,48087.1,393.066
401,BiologicalYear,1996,37,0.00699518,46828,319.2
402,BiologicalYear,1996,38,0.00489662,45604.7,217.829
403,BiologicalYear,1996,39,0.00804445,44455.6,348.301
404,BiologicalYear,1996,40,0.00412715,43158,173.815
405,BiologicalYear,1996,41,0.00917145,42029.9,375.22
406,BiologicalYear,1996,42,0.0114643,40702.3,453.695
407,BiologicalYear,1996,43,0.00905681,39313.3,346.601
408,BiologicalYear,1996,44,0.0137251,38060.4,507.341
409,BiologicalYear,1996,45,0.0157435,36685.9,560.374
410,BiologicalYear,1996,46,0.0191075,35315.1,653.61
411,BiologicalYear,1996,47,0.0166854,33925.7,548.96
412,BiologicalYear,1996,48,0.0217812,32737.1,689.765
413,BiologicalYear,1996,49,0.026879,31527.7,817.693
414,BiologicalYear,1996,50,0.0217812,30347.5,639.418
415,BiologicalYear,1996,51,0.0251797,29546.5,718.467
416,BiologicalYear,1996,52,0.0177648,28918.5,497.942
