timestep,YearType,Year,Week,EstimatedFishingMort,EstimatedBiomass,EstimatedCatches
86,SimYear,2008,34,0.027561,322609,8576.5
87,SimYear,2008,35,0.0232546,308201,6927.96
88,SimYear,2008,36,0.0189482,295207,5418.53
89,SimYear,2008,37,0.021532,283547,5906.66
90,SimYear,2008,38,0.0129192,271265,3404.97
91,SimYear,2008,39,0.010766,261425,2737.47
92,SimYear,2008,40,0.00818217,252187,2009.53
93,SimYear,2008,41,0.010766,243639,2551.22
94,SimYear,2008,42,0.00861281,234535,1966.81
95,SimYear,2008,43,0.00645961,226046,1423.24
96,SimYear,2008,44,0.00990473,218143,2102.4
97,SimYear,2008,45,0.0198095,209621,4020.78
98,SimYear,2008,46,0.0254078,199295,4889.5
99,SimYear,2008,47,0.0366045,188286,6618.38
100,SimYear,2008,48,0.0426334,175787,7175.41
101,SimYear,2008,49,0.0615816,163031,9523.18
102,SimYear,2008,50,0.0529688,148277,7481.58
103,SimYear,2008,51,0.0581365,135953,7509.91
104,SimYear,2008,52,0.0559833,123954,6600.46
105,SimYear,2009,1,0.0667493,113210,7149.74
106,SimYear,2009,2,0.0671799,102263,6498.67
107,SimYear,2009,3,0.0693331,92332.8,6049.32
108,SimYear,2009,4,0.0628735,83228.7,4960.52
109,SimYear,2009,5,0.0792379,75623.9,5634.99
110,SimYear,2009,6,0.0822524,67856.5,5240.83
111,SimYear,2009,7,0.0848362,61220.3,4870.66
112,SimYear,2009,8,0.0533994,56067.5,2851.38
113,SimYear,2009,9,0.0697638,54685.3,3604.28
114,SimYear,2009,10,0.0818217,55349.8,4253.4
115,SimYear,2009,11,0.0762234,59794.7,4292.33
116,SimYear,2009,12,0.103354,70812.6,6801.75
117,SimYear,2009,13,0.102923,88457.3,8462.94
118,SimYear,2009,14,0.0968941,116090,10486.9
119,SimYear,2009,15,0.109383,155032,15713.7
120,SimYear,2009,16,0.0960329,202001,18092.9
121,SimYear,2009,17,0.0930184,257712,22391.2
122,SimYear,2009,18,0.0813911,315730,24139.9
123,SimYear,2009,19,0.0990473,372784,34387.1
124,SimYear,2009,20,0.0865588,413999,33578.1
125,SimYear,2009,21,0.0650267,445964,27461.2
126,SimYear,2009,22,0.0951716,471528,41872.8
127,SimYear,2009,23,0.0792379,469005,34947.1
128,SimYear,2009,24,0.0925877,461571,39926.2
129,SimYear,2009,25,0.0852668,439205,35113
130,SimYear,2009,26,0.071917,414373,28124.3
131,SimYear,2009,27,0.0684719,391461,25339.2
132,SimYear,2009,28,0.0602897,367838,21049.2
133,SimYear,2009,29,0.0533994,346228,17607.9
134,SimYear,2009,30,0.0434947,326555,13593.1
135,SimYear,2009,31,0.0374657,309906,11145
136,SimYear,2009,32,0.0370351,295002,10489.3
137,SimYear,2009,33,0.0318674,280241,8595.94
138,SimYear,2009,34,0.027561,267028,7098.89
139,SimYear,2009,35,0.0232546,255058,5733.37
140,SimYear,2009,36,0.0189482,244265,4483.5
141,SimYear,2009,37,0.021532,234583,4886.69
142,SimYear,2009,38,0.0129192,224392,2816.62
143,SimYear,2009,39,0.010766,216226,2264.17
144,SimYear,2009,40,0.00818217,208561,1661.9
145,SimYear,2009,41,0.010766,201470,2109.66
146,SimYear,2009,42,0.00861281,193923,1626.24
147,SimYear,2009,43,0.00645961,186887,1176.68
148,SimYear,2009,44,0.00990473,180338,1738.05
149,SimYear,2009,45,0.0198095,173279,3323.7
150,SimYear,2009,46,0.0254078,164731,4041.5
151,SimYear,2009,47,0.0366045,155620,5470.15
152,SimYear,2009,48,0.0426334,145280,5930.16
153,SimYear,2009,49,0.0615816,134729,7870
154,SimYear,2009,50,0.0529688,122530,6182.45
155,SimYear,2009,51,0.0581365,112340,6205.52
156,SimYear,2009,52,0.0559833,102419,5453.75
157,SimYear,2010,1,0.0667493,93523.5,5906.46
158,SimYear,2010,2,0.0671799,84451.1,5366.77
159,SimYear,2010,3,0.0693331,76200.5,4992.39
160,SimYear,2010,4,0.0628735,68595.1,4088.34
161,SimYear,2010,5,0.0792379,62154.4,4631.34
162,SimYear,2010,6,0.0822524,55442,4282.01
163,SimYear,2010,7,0.0848362,49399.4,3930.2
164,SimYear,2010,8,0.0533994,44094,2242.46
165,SimYear,2010,9,0.0697638,40963.9,2699.91
166,SimYear,2010,10,0.0818217,38054.5,2924.33
167,SimYear,2010,11,0.0762234,35940.1,2579.94
168,SimYear,2010,12,0.103354,35631.6,3422.51
169,SimYear,2010,13,0.102923,36456.5,3487.89
170,SimYear,2010,14,0.0968941,39708.4,3587
171,SimYear,2010,15,0.109383,45685.2,4630.54
172,SimYear,2010,16,0.0960329,53417.1,4784.48
173,SimYear,2010,17,0.0930184,63346.6,5503.85
174,SimYear,2010,18,0.0813911,73968.6,5655.45
175,SimYear,2010,19,0.0990473,84646,7808.1
176,SimYear,2010,20,0.0865588,92063,7466.93
177,SimYear,2010,21,0.0650267,97792.1,6021.75
178,SimYear,2010,22,0.0951716,102424,9095.46
179,SimYear,2010,23,0.0792379,101198,7540.6
180,SimYear,2010,24,0.0925877,99120.9,8574.02
181,SimYear,2010,25,0.0852668,93987.5,7513.98
182,SimYear,2010,26,0.071917,88438.5,6002.49
183,SimYear,2010,27,0.0684719,83376,5396.92
184,SimYear,2010,28,0.0602897,78214.4,4475.76
185,SimYear,2010,29,0.0533994,73517.7,3738.84
186,SimYear,2010,30,0.0434947,69258.7,2882.94
187,SimYear,2010,31,0.0374657,65660.1,2361.3
188,SimYear,2010,32,0.0370351,62445.5,2220.36
189,SimYear,2010,33,0.0318674,59272.3,1818.08
190,SimYear,2010,34,0.027561,56436,1500.34
191,SimYear,2010,35,0.0232546,53870,1210.93
192,SimYear,2010,36,0.0189482,51559,946.367
193,SimYear,2010,37,0.021532,49487.4,1030.89
194,SimYear,2010,38,0.0129192,47313,593.883
195,SimYear,2010,39,0.010766,45569.3,477.172
196,SimYear,2010,40,0.00818217,43934.6,350.089
197,SimYear,2010,41,0.010766,42423.5,444.23
198,SimYear,2010,42,0.00861281,40818.8,342.307
199,SimYear,2010,43,0.00645961,39323.8,247.591
200,SimYear,2010,44,0.00990473,37933.1,365.589
201,SimYear,2010,45,0.0198095,36437,698.906
202,SimYear,2010,46,0.0254078,34629.5,849.599
203,SimYear,2010,47,0.0366045,32705.4,1149.62
204,SimYear,2010,48,0.0426334,30524.6,1245.97
205,SimYear,2010,49,0.0615816,28300.9,1653.15
206,SimYear,2010,50,0.0529688,25732.5,1298.38
207,SimYear,2010,51,0.0581365,23587.4,1302.95
208,SimYear,2010,52,0.0559833,21500.1,1144.87
